A1,25235,ULS01,8.136457593710456e-11,-646.8208716989839,384252.98472187505,968.6849835019418,3.6373219961689044e-10,-2.884203346779448e-20
A2,25251,ULS01,-38.87774110613032,7156.795345746352,576017.6034344742,-10623.461677033236,-173.79905376939828,3.8242032258667685e-08
A3,25267,ULS01,-32.59176807589689,-27.23316635746828,788791.745998795,47.460056932653025,-145.69824046836666,-2.9863665527583e-07
A4,25283,ULS01,-24.50047230698058,392.0142784167591,726745.7556897985,-585.30231034777,-109.52691137035887,-1.4832584191032454e-06
A5,25299,ULS01,-12.25572063792759,-2019.0284842270814,678088.4200996564,2994.4836725965074,-54.78797305463099,-4.3220555054993195e-06
B1,25315,ULS01,9811.745540747057,-4.03559520363856,320393.20282606315,18.04072479092952,14444.605202802915,-3.969607195690387e-09
B2,25331,ULS01,8256.506118354371,9573.716698791679,559783.6607392674,-14196.228248363623,12155.131893308897,2.610626005103171e-06
B3,25347,ULS01,7982.039499736819,-127.52702202746316,833811.730187263,211.8852506585905,11762.423171090428,8.194629108974131e-07
B4,25363,ULS01,8012.968382834382,-844.006083804688,794213.9832709646,1269.0550621783239,11830.39447681002,-3.2450359730184776e-07
B5,25379,ULS01,4831.129028167302,1116.505915293177,707333.2134759565,-1652.5929539680747,7136.32068553009,-3.3789414439387082e-06
C1,25395,ULS01,6827.758586042684,-7.958023866341399,1092249.9576420994,35.57554946488159,10029.147723025546,2.229950721174146e-06
C2,25411,ULS01,-1600.437247535134,-7.716470465945444,1002263.6454784747,34.49570923054308,-2481.7824631502863,3.3255357964364892e-06
C3,25427,ULS01,-1652.9476048518447,-7.147962386757693,992781.0495203034,31.954250840917958,-2547.038687699072,4.262758622002226e-06
C4,25443,ULS01,-1667.4093515003733,-6.516295104818523,993253.4720344959,29.130445844373806,-2548.473734278436,5.066532538979752e-06
C5,25459,ULS01,5024.8088884166955,6731.585728396467,934654.6101644512,-9986.331926606632,7422.757770367489,2.438951571032928e-07
D1,25475,ULS01,-3146.9989314979007,-7.642971295370432,1203972.0203174194,34.167138776181545,-4758.264347166696,6.483312831951859e-07
D2,25491,ULS01,3614.246792755606,-7.703528747940416,1064275.3007100685,34.43785475861846,5288.003898973095,2.110248460577637e-06
D3,25507,ULS01,3583.9351510304705,-7.55940444623802,1052063.2815803594,33.79356157724591,5251.350403608336,4.121091661583072e-06
D4,25523,ULS01,3610.2193257893337,-7.256117310568597,1052525.0707489818,32.43774715122508,5306.944332337506,5.889302166599529e-06
D5,25539,ULS01,-3842.9847988539213,7470.037770488722,992632.863516601,-11087.004351130638,-5743.688973711967,2.870701910909474e-07
G1,25555,ULS01,4944.309172182659,-4.713606157702933,1112200.6503198012,21.071704697583765,7292.196479127834,5.006842571261455e-07
G2,25571,ULS01,8927.858480756748,-5.331579325589461,911672.2363384628,23.83429185767233,13206.60244967842,1.8906449318608629e-06
G3,25587,ULS01,9131.899414797881,-5.995673711916365,896709.642205374,26.803059829960056,13514.579370056343,3.726827214173626e-06
G4,25603,ULS01,7450.964258749251,-6.512248694599077,847376.2422361481,29.112356571996134,11029.315065968354,5.237400988604236e-06
G5,25619,ULS01,3316.6528137968676,10895.826281069134,811959.6845542435,-16175.15875884481,4906.672402579926,-3.239910436208319e-07
F1,25635,ULS01,-2915.2355912633902,-1.793049250483977,927677.7575345533,8.01564734105374,-4357.006458072174,7.221592972094401e-07
F2,25651,ULS01,-3067.145359210291,-2.5552317539110767,847043.864028277,11.422908127967677,-4585.784302228721,2.030835938862841e-06
F3,25667,ULS01,-3460.3267417462075,-3.5661296763053456,859807.6843826518,15.942026089645175,-5167.891513588546,3.4671123943557255e-06
F4,25683,ULS01,-3276.198412890138,-4.409331495043857,852103.3731862279,19.711475421942247,-4887.97430812461,4.5816310461792166e-06
F5,25699,ULS01,-4643.009785839286,8555.781938850385,630379.4723489475,-12701.390996144553,-6909.665741840454,1.330338924255963e-06
A1,25235,ULS02_a,1.2223395362939444e-10,-770.5656354174856,452564.24346332357,1160.9748417244427,5.46434665324813e-10,-9.392074278169964e-21
A2,25251,ULS02_a,-61.106048860961984,14226.097591434831,848919.6567143577,-21115.79407237887,-273.168480715745,6.010687414588027e-08
